Respondent_Serial,brand,OSAT,Food looks appetizing,Has food that tastes good,Has food I crave,Provides the right proportions of ingredients,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Is making changes to improve their food,"Has a unique, distinctive approach that makes food better",Has a wide range of ingredients,Portions are the right size for my appetite,Has good environmental/sustainability practices,Is worth the price,Is something I can afford to eat regularly,Is competitively priced,Is a good value for the money,Has enticing promotional offers,Has a good loyalty program,Employees show care for my food/order,Provides fast service,Ordering is simple and easy,Employees are friendly and engaging,Level of visibility of my food being made,I’m able to make my order exactly how I would like it,Provides a consistent experience,Integrates technology into its ordering process,Food is easy to eat on-the-go,I can easily order for delivery to a location convenient to me,Food prep area is clean and organized,Restaurant is clean,Environment is warm and inviting,Decor is current and modern,Restaurant environment is designed for someone like me,Restaurant has curb appeal,Ingredients are fresh,Ingredients are high quality,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,They make me feel valued,Place I am happy to be seen
173,Jimmy Johns,5,6,6,4,6,2,6,,5,2,7,6,4,6,7,3,5,3,4,6,7,5,7,7,7,5,5,7,6,6,4,5,4,4,7,7,7,7,7,3,5
175,Jimmy Johns,6,,6,4,5,5,4,5,7,6,3,7,7,3,5,7,5,6,5,5,5,5,3,6,5,4,5,6,4,6,6,7,6,6,6,5,5,4,7,4,3
175,Panera,5,4,5,6,3,7,7,5,5,3,6,5,7,6,7,5,7,5,5,7,5,3,6,6,7,5,6,7,5,6,6,6,5,5,4,3,6,6,6,4,6
176,Firehouse Subs,3,6,5,3,5,6,5,,6,6,6,4,4,2,4,4,2,,,4,5,4,6,6,4,5,5,,5,6,4,5,4,5,6,6,5,6,6,4,4
176,Jersey Mikes,2,6,4,1,6,6,6,,2,6,5,,2,1,3,4,2,,4,4,5,4,6,6,3,5,5,,6,6,4,6,4,4,6,5,6,6,6,4,2
187,Subway,4,5,5,4,2,5,4,5,5,4,5,5,4,4,4,4,2,1,5,5,5,5,5,5,5,4,5,1,5,5,5,4,5,5,6,4,4,4,5,4,
187,Chipotle,4,5,5,5,5,5,6,5,4,5,5,5,3,3,3,3,3,2,5,5,5,5,5,5,5,4,4,1,5,6,5,5,5,4,5,5,5,5,5,,5
188,Chipotle,5,5,5,3,5,4,3,5,5,4,6,4,5,4,5,4,4,,5,5,6,6,6,6,5,4,4,6,5,6,5,5,5,3,6,6,6,5,,5,5
188,Jersey Mikes,5,5,5,3,5,3,6,5,3,5,5,4,3,3,4,3,4,,5,5,6,4,6,5,5,,5,5,6,5,4,4,4,4,5,5,5,5,5,5,4
194,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7
194,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7
199,Chipotle,5,5,6,5,5,5,5,5,5,5,5,5,6,5,5,4,4,4,5,5,5,4,4,6,5,5,3,5,6,5,4,4,5,4,5,5,5,5,5,3,5
199,Firehouse Subs,4,5,5,4,5,4,5,3,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,,5,3,5,5,5,4,5,4,4,6,5,4,5,5,4,4
200,Subway,4,6,6,5,6,6,6,5,5,6,6,6,6,6,6,5,4,4,6,6,6,5,6,6,6,5,6,1,6,6,5,6,6,5,6,6,6,6,6,5,5
200,McDonalds,4,4,3,4,4,4,3,3,4,4,3,5,3,4,5,4,4,3,4,5,5,4,5,5,5,5,5,2,5,5,4,4,4,5,4,3,3,3,4,4,4
201,Chipotle,3,1,2,1,,4,,,2,,3,3,3,1,4,3,1,,,,,4,4,4,3,,5,1,,4,2,,1,3,2,2,3,,2,4,2
201,McDonalds,5,5,5,5,5,6,3,5,4,4,5,4,5,3,4,5,5,3,4,6,6,6,6,7,5,6,6,3,5,6,4,5,2,5,4,3,4,4,4,4,3
207,McDonalds,5,5,4,4,5,5,4,4,4,4,5,4,4,6,4,6,4,4,4,6,6,5,4,6,4,6,6,4,4,5,6,6,5,6,5,4,4,4,6,4,4
207,Panera,5,6,6,4,5,6,6,6,5,5,6,4,5,6,6,6,4,4,6,5,6,6,6,6,5,6,6,4,6,5,6,6,6,6,6,5,6,5,6,4,6
208,Chipotle,3,3,3,3,3,4,4,4,3,3,4,3,4,3,3,3,3,3,3,4,4,3,3,4,4,4,3,4,3,4,3,4,4,3,3,4,4,3,3,3,3
208,Panera,4,5,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,4,4,5,4,4,6,5,5,5,4,4,5,4,4
209,Subway,7,7,7,7,7,7,7,4,4,7,7,7,7,4,5,6,3,2,4,6,5,4,7,7,7,6,6,2,6,7,4,5,7,2,7,7,7,7,7,3,6
209,McDonalds,7,6,6,4,4,3,3,3,4,5,2,3,5,3,3,3,5,4,3,4,4,3,4,4,4,7,6,2,4,4,4,5,3,4,4,4,3,4,4,3,6
210,Subway,6,7,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,6,5,7,6,7,7,7,7,7,7,7,7,7,7,7,7
210,McDonalds,3,2,3,2,3,4,1,2,3,2,2,4,3,2,3,4,2,3,2,5,5,5,1,5,3,2,2,3,3,3,3,2,3,3,3,3,2,2,2,2,2
212,Jersey Mikes,7,7,7,7,7,7,7,7,6,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7
212,Jimmy Johns,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
216,Subway,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,,,5,5,5,4,5,5,5,,6,,5,5,5,5,5,5,5,5,6,5,5,,
216,Panera,5,5,5,5,5,5,5,5,6,5,5,5,5,6,5,6,,,5,6,6,,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,5,6,6,5
219,Firehouse Subs,3,4,3,3,3,4,3,3,4,4,4,,3,3,3,3,2,2,4,5,4,3,5,4,4,4,4,,3,3,3,3,3,3,4,3,3,4,4,3,3
219,Jersey Mikes,5,5,5,3,4,3,4,4,4,4,5,,3,4,4,3,2,3,4,5,4,5,5,5,5,4,4,,5,4,4,4,4,4,5,5,5,5,4,4,4
222,Jersey Mikes,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,6,5,5,6,6,5,6,5,5,6,6,5,5,6,5
222,Panera,7,7,7,7,7,7,6,7,7,5,7,7,5,5,4,4,7,7,7,7,7,7,6,7,7,6,4,,7,7,7,7,7,6,7,7,7,7,7,7,7
225,Chipotle,7,7,7,7,7,7,7,6,6,7,7,6,,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
225,Panera,7,7,6,6,7,5,5,4,5,7,5,4,5,6,5,6,6,6,4,4,6,6,6,2,7,7,7,5,6,6,4,5,4,6,6,5,7,6,7,5,7
228,Chipotle,5,6,6,4,5,5,5,6,5,5,4,,3,2,3,3,3,3,5,5,3,6,6,5,4,5,2,5,6,6,5,5,3,,6,5,5,6,,5,4
228,Jimmy Johns,3,6,5,3,4,5,6,4,4,6,3,,3,2,2,2,3,2,5,5,5,6,5,5,5,4,3,,4,5,5,5,,,5,5,5,6,6,5,4
230,Firehouse Subs,4,6,6,3,6,6,5,5,6,6,6,5,5,5,5,5,3,3,5,5,5,5,5,5,6,5,6,4,5,5,6,6,6,5,6,6,6,6,6,4,6
230,Jimmy Johns,5,6,6,3,6,6,5,5,5,6,6,5,5,6,5,5,4,4,5,5,5,5,5,5,6,5,6,5,6,6,5,5,6,5,6,6,6,6,6,4,6
238,Firehouse Subs,4,4,4,3,4,4,4,,4,5,4,,4,,4,4,,,4,4,5,4,5,5,,,4,1,5,4,4,4,,4,5,4,5,4,5,,
238,Jimmy Johns,5,5,5,4,5,6,4,,4,5,5,,4,5,,4,3,,4,4,6,5,4,5,4,,4,1,5,5,4,4,4,4,6,5,5,5,7,,
239,Subway,4,4,4,4,3,4,3,3,3,3,4,3,3,5,3,4,4,3,4,5,6,4,7,5,3,3,5,3,4,4,5,5,4,3,6,3,4,7,6,4,4
239,Firehouse Subs,7,7,7,6,6,5,7,5,5,4,7,5,6,4,6,7,4,2,6,4,7,7,4,6,7,6,6,2,6,7,5,4,5,6,7,5,7,6,7,6,7
248,Jersey Mikes,7,7,7,7,6,5,7,1,7,6,7,4,5,1,1,5,7,7,4,7,7,6,7,7,6,7,2,5,5,5,7,6,6,,7,7,7,7,7,4,7
248,Panera,7,7,7,7,7,5,7,1,7,7,5,4,6,1,2,5,2,3,3,6,7,6,2,7,6,7,1,1,4,5,7,4,7,,6,6,5,6,5,2,7
266,Jersey Mikes,3,3,2,2,3,3,3,,3,4,2,,4,4,6,5,,4,4,4,6,3,4,5,4,4,4,2,5,5,4,4,2,2,5,4,3,4,5,4,3
266,Jimmy Johns,2,2,2,2,2,3,1,,1,3,3,,3,5,3,5,,,4,3,5,4,3,3,5,,,2,4,3,2,4,2,3,3,2,3,3,6,4,2
268,Chipotle,7,7,7,4,6,6,,5,7,6,7,,6,1,4,6,,,4,4,7,5,5,7,7,7,4,,6,7,7,7,5,7,7,7,7,7,5,5,7
268,Firehouse Subs,3,,5,,,,,,,,,,,1,4,,,,,,,,,,,,1,,,,,,,,,,,,,,
269,Firehouse Subs,6,7,6,6,6,7,7,7,7,6,6,6,7,6,6,7,7,7,7,6,6,6,7,7,6,6,6,6,6,6,6,7,6,6,6,7,6,6,7,7,7
269,Jimmy Johns,6,6,6,6,6,6,5,6,6,5,6,7,7,6,7,6,6,7,6,7,7,5,6,6,7,5,6,7,7,6,7,6,7,6,7,6,6,6,7,6,6
270,Jimmy Johns,4,6,6,5,7,7,5,4,5,7,7,,6,7,6,6,1,1,4,6,6,4,5,7,3,5,7,,5,7,5,5,6,4,7,6,6,5,7,5,7
270,Panera,5,7,7,6,7,6,5,5,5,7,7,,7,7,6,7,4,5,3,5,5,2,7,7,2,5,5,,6,7,4,7,6,5,7,6,6,6,7,3,6
276,Subway,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,6,6,,,6,6,6,6,,6,7,7,6,7,6,6,6
276,McDonalds,6,6,7,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,6,6,,6,7,6,,,,6,6,,6,6,6,6,6,6,6,6,6
278,Firehouse Subs,5,4,4,5,5,4,5,3,5,4,5,4,5,5,5,6,4,4,5,4,,6,4,5,4,4,4,6,6,5,5,5,4,4,4,5,5,4,4,5,4
278,Jersey Mikes,7,7,7,7,6,7,7,5,7,6,4,6,6,4,7,7,7,6,7,7,7,7,6,6,7,6,6,5,7,6,5,6,6,7,4,7,7,6,6,6,7
284,Chipotle,6,5,6,5,5,7,5,,6,5,6,,5,4,5,5,,4,4,7,7,4,7,7,5,4,5,,5,4,4,5,4,4,5,6,6,5,,,5
284,Panera,4,3,4,,,4,5,,,5,5,,3,3,3,3,,,,4,4,,,4,,5,,5,5,5,3,5,5,,,5,4,5,5,,
293,Jimmy Johns,5,7,7,7,7,7,7,5,7,6,6,7,7,7,7,5,5,4,5,6,5,7,6,6,6,7,5,7,5,6,5,5,6,6,4,7,5,5,7,7,5
293,McDonalds,7,7,7,7,7,6,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7
296,McDonalds,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3
296,Panera,5,4,6,5,5,5,4,5,5,5,5,4,5,5,5,6,5,4,5,5,5,4,5,5,5,5,5,5,5,5,6,5,4,5,5,5,5,5,5,5,5
309,Chipotle,5,6,5,5,6,4,5,5,5,5,5,4,5,5,4,5,4,4,5,5,5,5,6,5,5,4,4,4,5,5,4,5,5,5,5,5,6,5,4,5,5
309,Firehouse Subs,5,6,6,6,5,5,4,4,5,4,5,4,5,4,5,5,3,4,4,5,5,4,4,4,5,4,5,4,5,5,5,4,5,5,5,5,6,5,5,5,4
322,Subway,2,4,3,3,5,5,5,6,4,5,5,,4,4,4,4,5,,2,5,4,2,7,6,,,4,,,4,3,5,3,4,2,3,3,3,7,2,4
322,McDonalds,5,5,5,5,5,5,4,,4,5,6,,5,5,6,5,6,,6,6,6,6,5,6,6,6,7,,,5,4,5,5,4,5,5,5,5,5,5,5
327,Jimmy Johns,4,6,6,5,5,5,6,6,6,6,5,5,5,6,6,5,5,6,5,5,5,6,6,4,6,6,6,6,6,5,6,5,4,6,6,5,6,6,6,6,6
327,Panera,6,5,6,5,5,5,6,5,6,5,5,6,5,6,5,6,6,6,5,6,5,5,5,6,6,6,6,5,6,5,6,6,6,6,6,6,5,5,5,5,5
330,Chipotle,6,7,6,7,6,5,7,6,7,6,6,6,6,6,6,5,7,6,7,6,5,7,6,7,7,5,5,5,6,7,7,7,6,7,7,6,5,6,5,6,7
330,Jimmy Johns,6,5,6,7,7,7,5,7,5,5,6,6,6,6,6,6,7,7,7,7,6,5,6,5,7,5,6,6,6,6,6,5,5,7,6,6,6,6,6,5,5
334,Firehouse Subs,2,2,2,4,2,6,4,,4,6,1,5,1,2,2,1,6,7,4,6,6,4,7,6,2,7,2,7,5,5,3,3,6,5,4,4,3,6,7,3,5
334,Jimmy Johns,2,4,3,2,3,3,6,2,2,4,5,,2,3,3,2,2,,2,5,6,2,7,7,2,4,2,,4,3,3,2,3,6,4,2,3,7,5,2,2
343,Chipotle,3,3,5,4,2,3,4,4,4,3,5,3,3,4,4,3,3,3,3,1,5,2,5,1,4,3,4,4,1,3,3,2,4,3,3,4,5,1,5,5,4
343,Panera,6,5,4,4,4,3,5,,5,4,4,5,4,4,4,4,5,5,5,3,4,5,5,3,4,5,5,3,5,4,4,5,5,4,5,4,4,4,6,5,5
344,Subway,7,6,6,6,3,6,6,6,6,7,3,6,6,6,6,6,2,6,6,6,6,6,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
344,McDonalds,7,6,6,6,6,6,6,5,4,6,6,6,6,6,6,7,6,2,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,4,6,6,6,6,7
347,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7
347,Jimmy Johns,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
349,Chipotle,7,7,6,4,5,5,5,5,6,6,5,5,6,6,6,6,5,6,5,6,,5,6,5,5,5,5,6,5,5,5,5,6,5,6,5,6,6,6,6,5
349,Firehouse Subs,7,7,5,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,5,7,7,7,7,7,7,7,7,7,5,7,5
358,Jimmy Johns,4,6,6,6,7,5,6,5,6,5,7,5,5,3,5,5,4,4,6,6,6,5,5,6,6,6,7,6,6,5,5,5,5,5,6,6,6,6,6,5,6
358,Panera,6,7,7,5,7,5,6,5,6,7,7,6,6,2,6,5,3,5,7,6,7,6,5,6,7,7,6,6,6,6,6,4,7,5,6,6,6,7,6,5,6
362,Subway,5,7,7,6,6,6,6,6,5,7,6,5,6,6,7,7,7,,5,6,6,6,6,7,6,,5,,7,6,6,5,5,7,7,7,6,6,6,4,
362,Chipotle,3,5,5,5,4,5,,4,,5,4,4,4,5,4,4,,,4,4,5,4,5,4,5,4,4,4,5,4,,4,,5,5,5,5,4,4,,
365,Chipotle,6,6,6,6,6,6,,6,5,6,5,,5,5,6,5,,,6,6,6,6,6,5,6,,,6,6,6,6,6,6,,6,6,6,6,3,6,
365,Panera,5,6,6,4,6,6,,6,6,6,6,6,6,6,5,5,,,6,5,6,6,6,5,6,,5,,5,6,6,6,6,6,6,6,6,6,6,6,6
375,Firehouse Subs,7,5,5,2,4,4,4,3,4,5,4,3,4,3,4,4,3,2,4,4,4,4,3,5,4,3,3,2,5,5,3,4,3,3,5,5,6,5,4,4,
375,Panera,6,4,5,2,3,5,5,4,4,5,3,3,3,3,3,3,3,4,4,3,4,4,2,4,3,4,2,3,4,4,3,4,4,4,5,4,4,4,6,4,
376,Firehouse Subs,7,7,7,7,7,7,7,,7,7,5,,7,7,7,7,4,,5,5,7,7,5,7,5,,3,7,7,7,7,5,,,7,7,7,7,5,,7
376,Jersey Mikes,7,7,7,7,7,7,7,3,,7,7,,7,7,7,7,,,7,5,7,7,4,7,5,,4,7,5,7,7,5,7,6,7,7,7,7,5,7,7
380,Chipotle,4,6,5,5,7,1,5,6,7,6,4,4,1,6,5,3,6,5,6,5,5,6,7,4,6,5,5,,6,5,7,5,6,6,2,7,3,5,6,5,5
380,Jersey Mikes,5,5,6,6,5,5,6,3,7,2,6,3,3,4,6,6,5,4,5,7,5,5,4,6,4,7,5,7,5,4,6,6,6,2,4,5,3,6,7,6,5
388,Firehouse Subs,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
388,Jimmy Johns,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
390,Subway,4,4,4,1,4,4,7,4,4,4,4,4,4,4,4,4,4,4,7,1,7,4,7,7,7,4,4,4,7,,,,,4,7,4,4,4,4,4,4
390,McDonalds,7,7,7,7,7,4,,4,7,4,7,4,7,7,7,7,4,4,7,7,7,4,4,7,7,4,7,4,7,,,,,7,7,7,7,7,4,4,7
391,Subway,7,7,7,4,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,,7,7,7,7,7,7,7
391,Panera,7,7,7,5,7,7,7,7,7,6,7,7,7,5,7,6,6,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
397,Chipotle,6,6,6,6,6,5,6,5,5,6,7,5,6,5,6,4,5,,5,5,6,6,7,7,6,5,6,6,6,5,5,5,5,5,7,7,6,7,6,5,6
397,Panera,5,6,6,6,6,5,5,4,6,6,5,4,6,5,6,5,5,7,5,6,6,6,4,6,6,6,5,6,6,6,6,5,5,7,6,5,5,6,7,5,6
412,Firehouse Subs,5,7,7,6,6,6,6,7,7,6,6,5,5,5,7,5,5,5,7,7,6,7,6,6,7,6,6,7,7,7,6,6,5,7,6,7,6,6,7,6,6
412,Panera,6,7,7,7,7,7,6,7,7,7,6,6,5,6,7,6,6,6,7,7,7,7,6,6,6,6,7,6,7,6,7,6,6,6,6,6,7,7,6,7,6
417,Firehouse Subs,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
417,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
418,Chipotle,5,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,4,,5,5,5,5,6,5,5,,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
418,McDonalds,4,4,5,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,4,5,5,5,4,5,4,5,4,4,4,4,5,4,4,5,4
432,Firehouse Subs,5,6,6,4,7,5,6,4,5,5,4,5,5,7,4,7,6,,5,5,6,5,6,4,6,5,5,7,5,6,6,7,6,4,7,7,7,5,6,7,6
432,Jimmy Johns,5,5,7,7,5,5,5,4,5,5,6,4,6,6,4,7,3,,5,7,5,6,6,5,6,5,6,6,6,6,5,4,5,5,5,5,6,6,6,6,7
435,Jersey Mikes,4,4,4,4,4,4,3,4,3,4,4,4,3,4,3,4,3,3,4,4,3,3,4,3,4,3,3,4,4,3,3,3,3,4,4,3,3,4,4,4,4
435,Jimmy Johns,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3
438,Jersey Mikes,7,7,7,7,7,4,7,,4,7,7,7,7,7,6,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
438,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,5,5,7,5,5,7,5,7,7,7,1,7,,7,7,4,6,5,7,7,7,7,7,5,7
441,Jimmy Johns,5,6,7,7,7,7,5,5,7,5,6,7,7,7,5,7,7,4,7,7,7,7,7,7,6,7,7,,7,7,7,7,7,5,7,7,6,,7,7,7
441,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,4,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7
449,Chipotle,6,5,7,7,6,5,5,7,6,5,7,7,6,5,7,7,6,6,6,6,7,7,6,7,6,5,7,6,5,5,6,7,6,7,7,6,4,7,7,5,7
449,Firehouse Subs,5,6,6,6,6,6,6,5,6,6,7,4,5,6,5,7,5,5,5,6,5,6,5,5,5,6,6,6,5,5,5,6,5,5,5,5,6,5,6,6,5
450,Firehouse Subs,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
450,Jimmy Johns,6,7,7,7,7,6,6,6,6,7,7,7,6,4,7,4,4,,,7,7,6,6,7,7,,7,6,7,,7,7,6,7,7,7,7,5,7,7,6
459,Subway,7,7,6,7,7,7,6,7,6,7,7,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,6,6,7,7,6,7,6,6,7,7,6,7,7
459,McDonalds,7,6,6,7,6,7,6,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,6,7,7,7,5
463,Firehouse Subs,5,5,5,4,5,5,,,4,5,5,4,5,4,4,5,4,,5,5,5,5,4,5,5,,,,5,5,5,5,5,,5,5,5,5,5,4,4
463,Jersey Mikes,4,5,5,4,5,5,,,,5,4,3,4,4,4,4,4,,5,4,4,5,4,5,4,,,,5,5,4,4,4,,5,5,5,4,5,4,3
468,Jersey Mikes,5,5,5,2,7,2,6,,,7,5,,2,1,1,2,,,,5,3,,7,7,,,,,5,6,2,,2,,6,5,,7,,,
468,Panera,3,2,4,2,4,2,5,,4,1,5,5,2,1,1,2,1,,2,5,5,2,,3,5,,2,,,7,5,5,2,6,6,3,,,,2,
479,Firehouse Subs,4,2,4,5,3,4,4,2,3,1,4,2,5,4,3,4,5,3,3,4,4,4,3,5,3,3,5,4,5,4,4,4,4,5,3,3,5,4,4,2,6
479,Jimmy Johns,5,5,4,6,5,3,4,6,4,5,3,3,3,3,4,5,1,3,4,6,5,4,3,,4,4,6,6,2,4,4,4,4,5,5,3,3,2,3,4,5
489,McDonalds,5,5,5,6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,4,3,5,,6,,,5,5,5,5,5,5,5,5,5,5,4,3
489,Panera,6,7,7,6,6,6,7,7,7,6,7,7,6,5,6,6,6,,7,6,7,7,6,6,7,,7,,6,7,7,7,6,6,6,7,7,7,7,7,7
497,Subway,4,2,3,3,3,1,2,1,2,3,2,1,1,2,1,4,1,1,1,4,3,1,5,4,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1
497,Panera,7,6,4,5,2,2,4,3,3,4,1,4,4,1,2,1,1,1,3,4,7,3,2,3,4,4,2,2,7,5,6,3,4,4,6,4,,6,6,3,3
503,Jersey Mikes,5,5,5,5,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,5,5,6,5,5,6,5,5,5,5,5,5
503,Panera,6,7,6,6,6,6,6,6,6,7,7,6,7,6,7,6,6,6,6,6,6,7,6,7,7,7,6,6,6,6,7,6,6,6,7,6,6,6,6,6,6
505,Subway,3,1,1,1,,3,,,,1,2,,1,1,1,1,,,,,,1,4,4,1,,5,,1,,,,1,1,1,1,,,,1,
510,Chipotle,4,5,4,5,3,4,4,4,4,5,5,4,5,3,4,4,4,4,5,4,4,4,5,4,4,5,4,5,5,5,4,4,5,4,4,5,5,5,5,3,4
510,Firehouse Subs,4,5,4,3,4,4,5,4,4,4,5,4,5,2,4,3,4,4,4,4,5,4,4,5,4,4,4,4,5,5,4,4,4,4,5,5,5,4,3,,4
512,Firehouse Subs,6,5,7,5,6,6,6,5,7,6,7,5,6,5,7,6,7,6,6,5,5,7,5,7,6,5,5,6,6,6,5,6,7,5,7,6,7,5,5,7,6
512,Jersey Mikes,6,7,5,6,7,6,5,7,6,6,7,6,5,6,5,6,6,6,7,6,6,5,6,7,6,6,7,6,7,7,6,7,6,6,7,5,6,6,6,6,5
513,McDonalds,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,4,5,,,4,1,,1,1,1,1,1,1,1,1,1
513,Panera,4,4,4,1,3,6,4,,,5,4,,1,1,3,2,1,,3,3,3,5,1,3,4,,,,,4,3,,2,4,4,4,4,4,7,1,1
516,Chipotle,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Jimmy Johns,5,6,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,7,5,5
527,Subway,6,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,3,4,4,4,5,4,5,4,4,4,5,4,4,3,4,4,4,3,5,4,5,5,4,4,4
527,McDonalds,4,4,3,4,4,4,1,3,3,3,3,2,3,4,5,3,4,3,3,3,4,4,1,4,3,4,5,4,1,2,3,4,4,3,3,1,3,2,3,4,3
540,Jersey Mikes,6,6,6,5,5,5,5,4,5,5,5,5,5,5,5,5,3,,6,5,6,5,6,6,6,4,6,,6,6,5,5,6,6,6,6,6,6,6,6,6
540,Jimmy Johns,6,6,6,5,6,5,6,4,5,5,6,4,5,5,5,5,3,,6,7,7,6,7,6,7,5,6,,6,5,6,5,6,6,6,6,6,5,6,6,6
544,Firehouse Subs,5,6,6,7,6,5,6,5,5,6,6,6,4,6,7,7,6,7,5,7,6,5,6,5,6,5,5,4,5,5,6,6,5,5,5,7,7,4,5,6,5
544,Jimmy Johns,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,6,5,5,5,5,6,4,5,4,5,5,4,5,5,5
545,Subway,3,3,3,2,3,4,4,4,3,4,4,3,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,4,4,3,3,3
545,Chipotle,4,4,5,3,4,5,5,3,4,4,4,3,3,3,3,3,2,3,3,4,5,4,4,4,4,5,3,5,4,4,4,4,4,4,4,4,4,5,,3,3
555,Chipotle,4,5,6,4,3,3,3,5,4,3,3,5,6,4,4,3,5,3,4,4,3,5,4,4,4,3,3,5,4,4,5,5,4,4,5,4,5,4,4,4,5
555,Firehouse Subs,4,3,4,5,2,4,4,4,5,4,3,4,5,5,3,5,3,5,6,5,7,5,5,4,4,3,6,5,4,4,5,5,4,5,4,2,5,4,5,3,5
556,McDonalds,6,5,6,6,5,6,6,5,5,6,5,5,6,6,6,6,6,5,6,6,5,5,5,6,6,6,6,4,6,6,5,6,6,5,6,5,5,5,6,6,6
